sr_id,customer_id,product_id,sr_description,sr_open_date,sr_close_date,sr_type,channel,sr_cust_feedback,Feedback type,"Feedback Severity (Low, Medium, High)"
934,514,3215,Platinum Times Card credit card Enquiry,11/23/2016 0:00,11/23/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
2740,141,542,Platinum Times Card credit card Enquiry,11/22/2016 0:00,11/22/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
2271,20,1809,Equities Equities Complaint,11/14/2016 0:00,11/14/2016 0:00,Complaint,Branch,the complaint was addressed in timely manner to my satisfaction,,
1792,566,3786,Platinum Times Card credit card Complaint,11/13/2016 0:00,11/13/2016 0:00,Complaint,Net Banking,committed to serving the customers,,
693,566,3786,Platinum Times Card credit card Product Support,11/13/2016 0:00,11/13/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
1337,978,784,Equities Equities Product Support,11/8/2016 0:00,11/10/2016 0:00,Product Support,Phone Banking,Horrible service. Bank least bothered about customer,,
1640,930,1561,Platinum Times Card credit card Product Support,11/3/2016 0:00,11/5/2016 0:00,Product Support,Phone Banking,Interest Rates are high compared to other banks. Thinking of switching to another bank.,,
1512,439,654,Platinum Times Card credit card Product Support,10/30/2016 0:00,10/30/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
611,22,4538,Equities Equities Complaint,10/29/2016 0:00,10/29/2016 0:00,Complaint,Phone Banking,the complaint was addressed in timely manner to my satisfaction,,
2072,634,3953,Diners Club Black credit card Product Support,10/26/2016 0:00,10/26/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
121,634,3953,Diners Club Black credit card Complaint,10/26/2016 0:00,10/26/2016 0:00,Complaint,Net Banking,Happy with the service,,
782,551,2869,Equities Equities Complaint,10/26/2016 0:00,10/26/2016 0:00,Complaint,Phone Banking,committed to serving the customers,,
1756,551,3115,Platinum Times Card credit card Product Support,10/26/2016 0:00,10/26/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
787,542,4284,Platinum Times Card credit card Enquiry,10/25/2016 0:00,10/25/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
137,71,3133,Platinum Times Card credit card Complaint,10/25/2016 0:00,10/25/2016 0:00,Complaint,Phone Banking,Good customer experience. Reduced the interest rate to my expectation,,
1268,174,698,Diners Club Black credit card Enquiry,10/25/2016 0:00,10/25/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
1701,653,4855,Platinum Times Card credit card Enquiry,10/25/2016 0:00,10/25/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
1229,623,4936,Equities Equities Enquiry,10/23/2016 0:00,10/23/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
1551,623,763,Franklin Templeton MF mutual funds Complaint,10/23/2016 0:00,10/23/2016 0:00,Complaint,Branch,committed to serving the customers,,
2761,311,4287,Equities Equities Complaint,10/21/2016 0:00,10/21/2016 0:00,Complaint,Net Banking,Satisfied. Offered some freebees,,
1105,994,561,Platinum Times Card credit card Complaint,10/19/2016 0:00,10/21/2016 0:00,Complaint,Net Banking,Horrible service. Bank least bothered about customer,,
1100,291,1444,Platinum Times Card credit card Complaint,10/19/2016 0:00,10/19/2016 0:00,Complaint,Phone Banking,Issue resolved,,
2403,820,3502,Equities Equities Product Support,10/15/2016 0:00,10/16/2016 0:00,Product Support,Branch,Average service. Need quicker resolution to my problem,,
2362,264,3444,Platinum Times Card credit card Product Support,10/11/2016 0:00,10/11/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2011,290,1495,Diners Club Black credit card Product Support,10/11/2016 0:00,10/11/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
577,290,1495,Diners Club Black credit card Enquiry,10/11/2016 0:00,10/11/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
2089,765,1613,Franklin Templeton MF mutual funds Product Support,10/10/2016 0:00,10/11/2016 0:00,Product Support,Net Banking,Case can be closed. Service can be a notch higher,,
1454,765,1613,Franklin Templeton MF mutual funds Enquiry,10/10/2016 0:00,10/11/2016 0:00,Enquiry,Phone Banking,Case can be closed. Service can be a notch higher,,
2360,601,2,Diners Club Black credit card Enquiry,10/10/2016 0:00,10/10/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
190,695,2620,Equities Equities Enquiry,10/9/2016 0:00,10/9/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
2646,206,34,Diners Club Black credit card Product Support,10/7/2016 0:00,10/7/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
732,832,2885,Platinum Times Card credit card Product Support,10/2/2016 0:00,10/3/2016 0:00,Product Support,Branch,Average service. Need quicker resolution to my problem,,
1199,139,4422,Diners Club Black credit card Complaint,10/1/2016 0:00,10/1/2016 0:00,Complaint,Phone Banking,Relationship manager was prompt. Addressed the issue and reverted the service charges,,
219,139,4422,Diners Club Black credit card Product Support,10/1/2016 0:00,10/1/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
1206,79,3682,Equities Equities Product Support,9/30/2016 0:00,9/30/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
669,79,3807,Platinum Times Card credit card Enquiry,9/30/2016 0:00,9/30/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
1998,79,4800,Franklin Templeton MF mutual funds Product Support,9/30/2016 0:00,9/30/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
243,79,4800,Franklin Templeton MF mutual funds Complaint,9/30/2016 0:00,9/30/2016 0:00,Complaint,Branch,Good customer experience. Reduced the interest rate to my expectation,,
122,590,3041,Diners Club Black credit card Product Support,9/29/2016 0:00,9/29/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
2715,853,3554,Franklin Templeton MF mutual funds Product Support,9/26/2016 0:00,9/27/2016 0:00,Product Support,Branch,Should have competitive interest rates compared to other bank,,
2698,853,3554,Franklin Templeton MF mutual funds Complaint,9/26/2016 0:00,9/27/2016 0:00,Complaint,Net Banking,Should have competitive interest rates compared to other bank,,
1223,853,3554,Franklin Templeton MF mutual funds Complaint,9/26/2016 0:00,9/27/2016 0:00,Complaint,Phone Banking,Should have competitive interest rates compared to other bank,,
106,853,3554,Franklin Templeton MF mutual funds Product Support,9/26/2016 0:00,9/27/2016 0:00,Product Support,Net Banking,Should have competitive interest rates compared to other bank,,
990,867,2127,Diners Club Black credit card Product Support,9/25/2016 0:00,9/26/2016 0:00,Product Support,Branch,Should have competitive interest rates compared to other bank,,
1605,622,869,Platinum Times Card credit card Enquiry,9/25/2016 0:00,9/25/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
1901,878,3750,Platinum Times Card credit card Enquiry,9/22/2016 0:00,9/23/2016 0:00,Enquiry,Phone Banking,Should have competitive interest rates compared to other bank,,
2606,716,646,Platinum Times Card credit card Product Support,9/19/2016 0:00,9/20/2016 0:00,Product Support,Phone Banking,satisfactory service. Service can be improved,,
496,149,1455,Platinum Times Card credit card Product Support,9/19/2016 0:00,9/19/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
113,997,3787,Franklin Templeton MF mutual funds Product Support,9/16/2016 0:00,9/18/2016 0:00,Product Support,Phone Banking,Horrible service. Bank least bothered about customer,,
1472,75,2684,Platinum Times Card credit card Enquiry,9/11/2016 0:00,9/11/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
160,739,1750,Platinum Times Card credit card Product Support,9/10/2016 0:00,9/11/2016 0:00,Product Support,Net Banking,satisfactory service. Service can be improved,,
1808,543,1311,Platinum Times Card credit card Product Support,9/6/2016 0:00,9/6/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
1671,543,1311,Platinum Times Card credit card Enquiry,9/6/2016 0:00,9/6/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
777,62,1705,Equities Equities Complaint,9/2/2016 0:00,9/2/2016 0:00,Complaint,Branch,Good customer experience. Reduced the interest rate to my expectation,,
1383,62,670,Diners Club Black credit card Enquiry,9/2/2016 0:00,9/2/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
637,217,867,Equities Equities Product Support,9/2/2016 0:00,9/2/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2409,948,1941,Equities Equities Product Support,8/31/2016 0:00,9/2/2016 0:00,Product Support,Branch,Interest Rates are high compared to other banks. Thinking of switching to another bank.,,
1732,948,1941,Equities Equities Enquiry,8/31/2016 0:00,9/2/2016 0:00,Enquiry,Net Banking,Interest Rates are high compared to other banks. Thinking of switching to another bank.,,
2998,829,1800,Diners Club Black credit card Enquiry,8/31/2016 0:00,9/1/2016 0:00,Enquiry,Net Banking,Average service. Need quicker resolution to my problem,,
2165,829,1800,Diners Club Black credit card Product Support,8/31/2016 0:00,9/1/2016 0:00,Product Support,Phone Banking,Average service. Need quicker resolution to my problem,,
1948,991,1721,Equities Equities Product Support,8/31/2016 0:00,9/2/2016 0:00,Product Support,Net Banking,Horrible service. Bank least bothered about customer,,
1387,672,4547,Platinum Times Card credit card Complaint,8/24/2016 0:00,8/24/2016 0:00,Complaint,Net Banking,Happy with the service,,
778,626,2519,Diners Club Black credit card Complaint,8/18/2016 0:00,8/18/2016 0:00,Complaint,Net Banking,Happy with the service,,
372,48,1042,Platinum Times Card credit card Enquiry,8/17/2016 0:00,8/17/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
2962,48,170,Franklin Templeton MF mutual funds Enquiry,8/17/2016 0:00,8/17/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
2431,48,170,Franklin Templeton MF mutual funds Product Support,8/17/2016 0:00,8/17/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2669,732,133,Platinum Times Card credit card Product Support,8/15/2016 0:00,8/16/2016 0:00,Product Support,Phone Banking,satisfactory service. Service can be improved,,
2218,808,4851,Platinum Times Card credit card Complaint,8/14/2016 0:00,8/15/2016 0:00,Complaint,Net Banking,Average service. Need quicker resolution to my problem,,
819,568,590,Diners Club Black credit card Product Support,8/12/2016 0:00,8/12/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2526,466,63,Platinum Times Card credit card Complaint,8/12/2016 0:00,8/12/2016 0:00,Complaint,Branch,bank official addressed my complaints to my expectation,,
526,704,4002,Diners Club Black credit card Complaint,8/11/2016 0:00,8/12/2016 0:00,Complaint,Net Banking,satisfactory service. Service can be improved,,
285,704,4002,Diners Club Black credit card Product Support,8/11/2016 0:00,8/12/2016 0:00,Product Support,Branch,satisfactory service. Service can be improved,,
1517,33,1776,Diners Club Black credit card Complaint,8/7/2016 0:00,8/7/2016 0:00,Complaint,Phone Banking,the complaint was addressed in timely manner to my satisfaction,,
180,674,1157,Diners Club Black credit card Product Support,8/7/2016 0:00,8/7/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2584,232,2630,Franklin Templeton MF mutual funds Product Support,8/4/2016 0:00,8/4/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1163,232,4812,Platinum Times Card credit card Product Support,8/4/2016 0:00,8/4/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
2233,232,4110,Franklin Templeton MF mutual funds Enquiry,8/4/2016 0:00,8/4/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
1973,232,4110,Franklin Templeton MF mutual funds Complaint,8/4/2016 0:00,8/4/2016 0:00,Complaint,Phone Banking,Issue resolved,,
435,563,3110,Diners Club Black credit card Product Support,8/1/2016 0:00,8/1/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
1600,976,420,Franklin Templeton MF mutual funds Enquiry,7/27/2016 0:00,7/29/2016 0:00,Enquiry,Net Banking,Horrible service. Bank least bothered about customer,,
62,941,2366,Platinum Times Card credit card Product Support,7/24/2016 0:00,7/26/2016 0:00,Product Support,Phone Banking,Interest Rates are high compared to other banks. Thinking of switching to another bank.,,
673,724,1167,Diners Club Black credit card Complaint,7/22/2016 0:00,7/23/2016 0:00,Complaint,Net Banking,satisfactory service. Service can be improved,,
451,687,1401,Diners Club Black credit card Complaint,7/21/2016 0:00,7/21/2016 0:00,Complaint,Net Banking,Happy with the service,,
2239,915,3343,Platinum Times Card credit card Complaint,7/18/2016 0:00,7/20/2016 0:00,Complaint,Net Banking,Very disappointed. Very High service charges.,,
1431,872,1765,Platinum Times Card credit card Complaint,7/17/2016 0:00,7/18/2016 0:00,Complaint,Branch,Should have competitive interest rates compared to other bank,,
1398,839,4586,Franklin Templeton MF mutual funds Complaint,7/12/2016 0:00,7/13/2016 0:00,Complaint,Branch,Average service. Need quicker resolution to my problem,,
1224,485,2848,Diners Club Black credit card Enquiry,7/11/2016 0:00,7/11/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
2877,628,4787,Diners Club Black credit card Product Support,7/6/2016 0:00,7/6/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2554,628,4787,Diners Club Black credit card Enquiry,7/6/2016 0:00,7/6/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
96,882,1193,Platinum Times Card credit card Complaint,7/5/2016 0:00,7/6/2016 0:00,Complaint,Branch,Should have competitive interest rates compared to other bank,,
799,142,4377,Diners Club Black credit card Product Support,7/3/2016 0:00,7/3/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2365,405,3205,Diners Club Black credit card Product Support,7/3/2016 0:00,7/3/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2721,206,4444,Equities Equities Enquiry,7/1/2016 0:00,7/1/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
2075,206,4444,Equities Equities Product Support,7/1/2016 0:00,7/1/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
311,749,4784,Equities Equities Product Support,6/26/2016 0:00,6/27/2016 0:00,Product Support,Phone Banking,satisfactory service. Service can be improved,,
1637,749,4215,Equities Equities Complaint,6/26/2016 0:00,6/27/2016 0:00,Complaint,Phone Banking,satisfactory service. Service can be improved,,
1426,877,4915,Platinum Times Card credit card Complaint,6/25/2016 0:00,6/26/2016 0:00,Complaint,Net Banking,Should have competitive interest rates compared to other bank,,
2905,289,4554,Franklin Templeton MF mutual funds Enquiry,6/23/2016 0:00,6/23/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
1641,289,1649,Diners Club Black credit card Complaint,6/23/2016 0:00,6/23/2016 0:00,Complaint,Branch,Issue resolved,,
616,201,941,Platinum Times Card credit card Enquiry,6/22/2016 0:00,6/22/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
216,127,2862,Diners Club Black credit card Enquiry,6/20/2016 0:00,6/20/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
2372,577,462,Platinum Times Card credit card Enquiry,6/19/2016 0:00,6/19/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
1788,577,462,Platinum Times Card credit card Complaint,6/19/2016 0:00,6/19/2016 0:00,Complaint,Branch,committed to serving the customers,,
776,577,462,Platinum Times Card credit card Product Support,6/19/2016 0:00,6/19/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
460,294,2077,Diners Club Black credit card Product Support,6/15/2016 0:00,6/15/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2862,292,1787,Diners Club Black credit card Product Support,6/13/2016 0:00,6/13/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2787,570,3885,Diners Club Black credit card Complaint,6/9/2016 0:00,6/9/2016 0:00,Complaint,Branch,committed to serving the customers,,
2425,570,3885,Diners Club Black credit card Product Support,6/9/2016 0:00,6/9/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1762,238,655,Platinum Times Card credit card Product Support,6/1/2016 0:00,6/1/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2283,919,1393,Platinum Times Card credit card Product Support,5/29/2016 0:00,5/31/2016 0:00,Product Support,Branch,Very disappointed. Very High service charges.,,
2033,919,1393,Platinum Times Card credit card Enquiry,5/29/2016 0:00,5/31/2016 0:00,Enquiry,Phone Banking,Very disappointed. Very High service charges.,,
1604,919,1393,Platinum Times Card credit card Complaint,5/29/2016 0:00,5/31/2016 0:00,Complaint,Phone Banking,Very disappointed. Very High service charges.,,
2462,276,1034,Franklin Templeton MF mutual funds Enquiry,5/22/2016 0:00,5/22/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
2811,513,1904,Diners Club Black credit card Product Support,5/14/2016 0:00,5/14/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2774,513,1904,Diners Club Black credit card Complaint,5/14/2016 0:00,5/14/2016 0:00,Complaint,Phone Banking,Fantastic. my service charges waived for an entire year,,
2739,513,1904,Diners Club Black credit card Complaint,5/14/2016 0:00,5/14/2016 0:00,Complaint,Branch,Fantastic. my service charges waived for an entire year,,
2202,513,1904,Diners Club Black credit card Enquiry,5/14/2016 0:00,5/14/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
1368,513,1904,Diners Club Black credit card Product Support,5/14/2016 0:00,5/14/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
973,973,2927,Diners Club Black credit card Enquiry,5/11/2016 0:00,5/13/2016 0:00,Enquiry,Net Banking,Horrible service. Bank least bothered about customer,,
594,263,586,Diners Club Black credit card Complaint,5/11/2016 0:00,5/11/2016 0:00,Complaint,Branch,Issue resolved,,
1975,975,4588,Franklin Templeton MF mutual funds Product Support,5/7/2016 0:00,5/9/2016 0:00,Product Support,Net Banking,Horrible service. Bank least bothered about customer,,
815,975,4588,Franklin Templeton MF mutual funds Complaint,5/7/2016 0:00,5/9/2016 0:00,Complaint,Phone Banking,Horrible service. Bank least bothered about customer,,
621,975,2547,Platinum Times Card credit card Product Support,5/7/2016 0:00,5/9/2016 0:00,Product Support,Branch,Horrible service. Bank least bothered about customer,,
1384,837,684,Diners Club Black credit card Product Support,5/6/2016 0:00,5/7/2016 0:00,Product Support,Net Banking,Average service. Need quicker resolution to my problem,,
175,949,1096,Diners Club Black credit card Complaint,4/30/2016 0:00,5/2/2016 0:00,Complaint,Net Banking,Interest Rates are high compared to other banks. Thinking of switching to another bank.,,
159,858,887,Diners Club Black credit card Complaint,4/29/2016 0:00,4/30/2016 0:00,Complaint,Branch,Should have competitive interest rates compared to other bank,,
1369,891,1784,Platinum Times Card credit card Product Support,4/28/2016 0:00,4/29/2016 0:00,Product Support,Net Banking,Should have competitive interest rates compared to other bank,,
1331,891,1784,Platinum Times Card credit card Enquiry,4/28/2016 0:00,4/29/2016 0:00,Enquiry,Phone Banking,Should have competitive interest rates compared to other bank,,
868,891,2319,Franklin Templeton MF mutual funds Complaint,4/28/2016 0:00,4/29/2016 0:00,Complaint,Net Banking,Should have competitive interest rates compared to other bank,,
2654,314,100,Diners Club Black credit card Product Support,4/25/2016 0:00,4/25/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
1526,314,100,Diners Club Black credit card Enquiry,4/25/2016 0:00,4/25/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
2221,766,2341,Diners Club Black credit card Complaint,4/23/2016 0:00,4/24/2016 0:00,Complaint,Net Banking,Case can be closed. Service can be a notch higher,,
1844,8,3455,Equities Equities Complaint,4/22/2016 0:00,4/22/2016 0:00,Complaint,Phone Banking,the complaint was addressed in timely manner to my satisfaction,,
1793,795,936,Equities Equities Product Support,4/22/2016 0:00,4/23/2016 0:00,Product Support,Phone Banking,Case can be closed. Service can be a notch higher,,
1558,786,835,Diners Club Black credit card Product Support,4/21/2016 0:00,4/22/2016 0:00,Product Support,Net Banking,Case can be closed. Service can be a notch higher,,
648,757,2401,Franklin Templeton MF mutual funds Complaint,4/20/2016 0:00,4/21/2016 0:00,Complaint,Branch,Case can be closed. Service can be a notch higher,,
1250,453,2352,Franklin Templeton MF mutual funds Product Support,4/18/2016 0:00,4/18/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
2300,307,4042,Diners Club Black credit card Complaint,4/18/2016 0:00,4/18/2016 0:00,Complaint,Phone Banking,Satisfied. Offered some freebees,,
2732,46,4566,Franklin Templeton MF mutual funds Complaint,4/17/2016 0:00,4/17/2016 0:00,Complaint,Phone Banking,the complaint was addressed in timely manner to my satisfaction,,
381,873,380,Diners Club Black credit card Enquiry,4/15/2016 0:00,4/16/2016 0:00,Enquiry,Branch,Should have competitive interest rates compared to other bank,,
2643,939,848,Franklin Templeton MF mutual funds Product Support,4/13/2016 0:00,4/15/2016 0:00,Product Support,Branch,Interest Rates are high compared to other banks. Thinking of switching to another bank.,,
2013,230,667,Diners Club Black credit card Product Support,4/11/2016 0:00,4/11/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
1452,911,2750,Diners Club Black credit card Complaint,4/10/2016 0:00,4/12/2016 0:00,Complaint,Branch,Very disappointed. Very High service charges.,,
173,911,2750,Diners Club Black credit card Product Support,4/10/2016 0:00,4/12/2016 0:00,Product Support,Phone Banking,Very disappointed. Very High service charges.,,
2245,312,3893,Diners Club Black credit card Enquiry,4/8/2016 0:00,4/8/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
83,312,3893,Diners Club Black credit card Complaint,4/8/2016 0:00,4/8/2016 0:00,Complaint,Phone Banking,Satisfied. Offered some freebees,,
2288,438,2454,Franklin Templeton MF mutual funds Enquiry,4/5/2016 0:00,4/5/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
928,438,2454,Franklin Templeton MF mutual funds Complaint,4/5/2016 0:00,4/5/2016 0:00,Complaint,Net Banking,bank official addressed my complaints to my expectation,,
156,438,2454,Franklin Templeton MF mutual funds Complaint,4/5/2016 0:00,4/5/2016 0:00,Complaint,Branch,bank official addressed my complaints to my expectation,,
119,438,2454,Franklin Templeton MF mutual funds Product Support,4/5/2016 0:00,4/5/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
2611,124,1352,Franklin Templeton MF mutual funds Enquiry,4/5/2016 0:00,4/5/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
1575,124,1352,Franklin Templeton MF mutual funds Complaint,4/5/2016 0:00,4/5/2016 0:00,Complaint,Branch,Relationship manager was prompt. Addressed the issue and reverted the service charges,,
1364,124,1352,Franklin Templeton MF mutual funds Product Support,4/5/2016 0:00,4/5/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
1854,602,3255,Diners Club Black credit card Product Support,4/4/2016 0:00,4/4/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
1461,602,3255,Diners Club Black credit card Complaint,4/4/2016 0:00,4/4/2016 0:00,Complaint,Branch,committed to serving the customers,,
954,602,2368,Equities Equities Complaint,4/4/2016 0:00,4/4/2016 0:00,Complaint,Branch,committed to serving the customers,,
147,602,2368,Equities Equities Product Support,4/4/2016 0:00,4/4/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
558,614,4383,Equities Equities Product Support,3/29/2016 0:00,3/29/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2689,130,3398,Franklin Templeton MF mutual funds Complaint,3/28/2016 0:00,3/28/2016 0:00,Complaint,Net Banking,Relationship manager was prompt. Addressed the issue and reverted the service charges,,
48,222,4916,Platinum Times Card credit card Enquiry,3/28/2016 0:00,3/28/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
1166,10,4096,Diners Club Black credit card Product Support,3/27/2016 0:00,3/27/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
1440,265,4841,Diners Club Black credit card Product Support,3/26/2016 0:00,3/26/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
1539,728,3364,Diners Club Black credit card Complaint,3/26/2016 0:00,3/27/2016 0:00,Complaint,Branch,satisfactory service. Service can be improved,,
1133,412,2590,Diners Club Black credit card Complaint,3/26/2016 0:00,3/26/2016 0:00,Complaint,Phone Banking,bank official addressed my complaints to my expectation,,
2145,32,1838,Equities Equities Product Support,3/25/2016 0:00,3/25/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
394,32,1838,Equities Equities Complaint,3/25/2016 0:00,3/25/2016 0:00,Complaint,Net Banking,the complaint was addressed in timely manner to my satisfaction,,
1798,595,2776,Diners Club Black credit card Enquiry,3/21/2016 0:00,3/21/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
144,595,2776,Diners Club Black credit card Product Support,3/21/2016 0:00,3/21/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
1694,781,588,JPMorgan MF mutual funds Complaint,3/15/2016 0:00,3/16/2016 0:00,Complaint,Phone Banking,Case can be closed. Service can be a notch higher,,
885,781,588,JPMorgan MF mutual funds Product Support,3/15/2016 0:00,3/16/2016 0:00,Product Support,Branch,Case can be closed. Service can be a notch higher,,
670,157,3915,Equities Equities Enquiry,3/10/2016 0:00,3/10/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
1042,775,21,Diners Club Black credit card Product Support,3/9/2016 0:00,3/10/2016 0:00,Product Support,Net Banking,Case can be closed. Service can be a notch higher,,
347,273,547,Platinum Times Card credit card Enquiry,3/8/2016 0:00,3/8/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
2281,878,2698,JPMorgan MF mutual funds Complaint,2/26/2016 0:00,2/27/2016 0:00,Complaint,Net Banking,Should have competitive interest rates compared to other bank,,
1469,878,2698,JPMorgan MF mutual funds Enquiry,2/26/2016 0:00,2/27/2016 0:00,Enquiry,Phone Banking,Should have competitive interest rates compared to other bank,,
666,381,927,Diners Club Black credit card Complaint,2/20/2016 0:00,2/20/2016 0:00,Complaint,Branch,Satisfied. Offered some freebees,,
1345,161,1620,Equities Equities Product Support,2/19/2016 0:00,2/19/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1298,710,3165,Equities Equities Complaint,2/10/2016 0:00,2/11/2016 0:00,Complaint,Phone Banking,satisfactory service. Service can be improved,,
1552,14,2215,Platinum Times Card credit card Complaint,2/8/2016 0:00,2/8/2016 0:00,Complaint,Net Banking,the complaint was addressed in timely manner to my satisfaction,,
1375,14,2215,Platinum Times Card credit card Enquiry,2/8/2016 0:00,2/8/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
1273,871,125,Equities Equities Product Support,2/7/2016 0:00,2/8/2016 0:00,Product Support,Net Banking,Should have competitive interest rates compared to other bank,,
939,818,2076,Diners Club Black credit card Enquiry,2/4/2016 0:00,2/5/2016 0:00,Enquiry,Branch,Average service. Need quicker resolution to my problem,,
2298,358,2602,JPMorgan MF mutual funds Product Support,2/4/2016 0:00,2/4/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
67,846,4502,Platinum Times Card credit card Complaint,2/3/2016 0:00,2/4/2016 0:00,Complaint,Net Banking,Average service. Need quicker resolution to my problem,,
169,812,394,Diners Club Black credit card Complaint,2/1/2016 0:00,2/2/2016 0:00,Complaint,Net Banking,Average service. Need quicker resolution to my problem,,
896,138,1414,Equities Equities Enquiry,11/3/2016 0:00,11/3/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
2777,154,1450,Equities Equities Enquiry,4/25/2016 0:00,4/25/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
1248,444,255,Diners Club Black credit card Product Support,11/28/2016 0:00,11/28/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
1263,233,519,Jet Privilege World credit card Complaint,12/28/2016 0:00,12/28/2016 0:00,Complaint,Branch,Issue resolved,,
1581,68,4886,JPMorgan MF mutual funds Product Support,1/22/2016 0:00,1/22/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2720,958,220,Diners Club Black credit card Product Support,1/24/2016 0:00,1/26/2016 0:00,Product Support,Phone Banking,Interest Rates are high compared to other banks. Thinking of switching to another bank.,,
2626,119,770,JPMorgan MF mutual funds Complaint,7/9/2016 0:00,7/9/2016 0:00,Complaint,Net Banking,Relationship manager was prompt. Addressed the issue and reverted the service charges,,
