product_id,product_name,product_type,product_description,issue_date,valid_till_date,account_status,credit_card_limit,interest_rate,tenure,service_charges,customer_id,fd_principal_amount,loan_collateral_value,loan_amount
3701,Platinum Times Card,credit card,Platinum Times Card,5/21/2017,1/1/1999,open,300000,15,20,0,924,0,0,0
4519,Franklin Templeton MF,mutual funds,Franklin Templeton MF,5/20/2017,1/1/1999,open,,,,0,608,0,0,
4101,Franklin Templeton MF,mutual funds,Franklin Templeton MF,5/20/2017,1/1/1999,open,,,,0,608,0,0,
3930,Diners Club Black,credit card,Diners Club Black,5/20/2017,1/1/1999,open,100000,16,20,0,608,0,0,
2541,Platinum Times Card,credit card,Platinum Times Card,5/19/2017,1/1/1999,open,300000,15,20,0,256,0,0,0
122,Platinum Times Card,credit card,Platinum Times Card,5/18/2017,1/1/1999,open,300000,15,20,0,308,0,0,0
2746,Equities,Equities,Equities,5/15/2017,1/1/1999,open,0,0,0,0,767,0,0,0
4919,Platinum Times Card,credit card,Platinum Times Card,5/15/2017,1/1/1999,closed,300000,15,20,0,767,0,0,0
682,Equities,Equities,Equities,5/11/2017,1/1/1999,open,0,0,0,0,247,0,0,0
109,Equities,Equities,Equities,5/11/2017,1/1/1999,open,0,0,0,0,247,0,0,0
2082,Platinum Times Card,credit card,Platinum Times Card,5/11/2017,1/1/1999,open,300000,15,20,0,247,0,0,0
2658,Equities,Equities,Equities,5/11/2017,1/1/1999,open,0,0,0,0,247,0,0,0
1667,Platinum Times Card,credit card,Platinum Times Card,5/9/2017,1/1/1999,closed,300000,15,20,0,802,0,0,0
3538,Platinum Times Card,credit card,Platinum Times Card,5/8/2017,1/1/1999,open,300000,15,20,0,644,0,0,0
2387,Diners Club Black,credit card,Diners Club Black,5/5/2017,1/1/1999,closed,25000,18,20,0,34,0,0,
2538,Platinum Times Card,credit card,Platinum Times Card,5/4/2017,1/1/1999,open,300000,15,20,0,475,0,0,0
1101,Diners Club Black,credit card,Diners Club Black,5/4/2017,1/1/1999,open,100000,16,20,0,789,0,0,
4099,Equities,Equities,Equities,5/1/2017,1/1/1999,open,0,0,0,0,88,0,0,0
4529,Franklin Templeton MF,mutual funds,Franklin Templeton MF,4/30/2017,1/1/1999,open,,,,0,577,0,0,
2376,Franklin Templeton MF,mutual funds,Franklin Templeton MF,4/30/2017,1/1/1999,open,,,,0,194,0,0,
691,Platinum Times Card,credit card,Platinum Times Card,4/30/2017,1/1/1999,open,300000,15,20,0,229,0,0,0
4539,Equities,Equities,Equities,4/30/2017,1/1/1999,open,0,0,0,0,756,0,0,0
4542,Platinum Times Card,credit card,Platinum Times Card,4/28/2017,1/1/1999,closed,75000,17,20,0,76,0,0,0
1093,Platinum Times Card,credit card,Platinum Times Card,4/28/2017,1/1/1999,open,300000,15,20,0,148,0,0,0
2823,Equities,Equities,Equities,4/27/2017,1/1/1999,open,0,0,0,0,31,0,0,0
4093,Equities,Equities,Equities,4/25/2017,1/1/1999,open,0,0,0,0,833,0,0,0
180,Franklin Templeton MF,mutual funds,Franklin Templeton MF,4/21/2017,1/1/1999,open,,,,0,351,0,0,
1021,Platinum Times Card,credit card,Platinum Times Card,4/21/2017,1/1/1999,open,300000,15,20,0,351,0,0,0
3042,Platinum Times Card,credit card,Platinum Times Card,4/20/2017,1/1/1999,open,300000,15,20,0,955,0,0,0
1133,Platinum Times Card,credit card,Platinum Times Card,4/16/2017,1/1/1999,open,300000,15,20,0,502,0,0,0
4630,Franklin Templeton MF,mutual funds,Franklin Templeton MF,4/14/2017,1/1/1999,open,,,,0,484,0,0,
4859,Platinum Times Card,credit card,Platinum Times Card,4/13/2017,1/1/1999,open,300000,15,20,0,988,0,0,0
1160,Platinum Times Card,credit card,Platinum Times Card,4/10/2017,1/1/1999,open,300000,15,20,0,158,0,0,0
895,Diners Club Black,credit card,Diners Club Black,4/9/2017,1/1/1999,open,100000,16,20,0,665,0,0,
1354,Platinum Times Card,credit card,Platinum Times Card,4/9/2017,1/1/1999,open,300000,15,20,0,591,0,0,0
1366,Platinum Times Card,credit card,Platinum Times Card,4/7/2017,1/1/1999,open,300000,15,20,0,989,0,0,0
3184,Platinum Times Card,credit card,Platinum Times Card,4/7/2017,1/1/1999,open,300000,15,20,0,369,0,0,0
1343,Platinum Times Card,credit card,Platinum Times Card,4/6/2017,1/1/1999,open,300000,15,20,0,146,0,0,0
2225,Equities,Equities,Equities,4/4/2017,1/1/1999,open,0,0,0,0,150,0,0,0
544,Platinum Times Card,credit card,Platinum Times Card,4/4/2017,1/1/1999,open,300000,15,20,0,435,0,0,0
84,Platinum Times Card,credit card,Platinum Times Card,4/1/2017,1/1/1999,closed,25000,18,20,0,29,0,0,0
3922,Franklin Templeton MF,mutual funds,Franklin Templeton MF,3/29/2017,1/1/1999,open,,,,0,473,0,0,
427,Platinum Times Card,credit card,Platinum Times Card,3/26/2017,1/1/1999,closed,300000,15,20,0,763,0,0,0
565,Equities,Equities,Equities,3/26/2017,1/1/1999,open,0,0,0,0,763,0,0,0
729,Equities,Equities,Equities,3/25/2017,1/1/1999,open,0,0,0,0,971,0,0,0
2654,Equities,Equities,Equities,3/25/2017,1/1/1999,open,0,0,0,0,971,0,0,0
3108,Platinum Times Card,credit card,Platinum Times Card,3/25/2017,1/1/1999,open,300000,15,20,0,971,0,0,0
2930,Franklin Templeton MF,mutual funds,Franklin Templeton MF,3/25/2017,1/1/1999,open,,,,0,971,0,0,
878,Platinum Times Card,credit card,Platinum Times Card,3/25/2017,1/1/1999,open,300000,15,20,0,483,0,0,0
2420,Franklin Templeton MF,mutual funds,Franklin Templeton MF,3/25/2017,1/1/1999,open,,,,0,483,0,0,
2529,Diners Club Black,credit card,Diners Club Black,3/24/2017,1/1/1999,open,100000,16,20,0,533,0,0,
2544,Platinum Times Card,credit card,Platinum Times Card,3/21/2017,1/1/1999,open,300000,15,20,0,834,0,0,0
4220,Platinum Times Card,credit card,Platinum Times Card,3/21/2017,1/1/1999,closed,75000,17,20,0,70,0,0,0
3601,Diners Club Black,credit card,Diners Club Black,3/20/2017,1/1/1999,open,100000,16,20,0,492,0,0,
2878,Equities,Equities,Equities,3/20/2017,1/1/1999,open,0,0,0,0,30,0,0,0
47,Platinum Times Card,credit card,Platinum Times Card,3/19/2017,1/1/1999,open,300000,15,20,0,575,0,0,0
2916,Equities,Equities,Equities,3/19/2017,1/1/1999,open,0,0,0,0,575,0,0,0
4649,Franklin Templeton MF,mutual funds,Franklin Templeton MF,3/19/2017,1/1/1999,open,,,,,575,0,,
1461,Diners Club Black,credit card,Diners Club Black,3/19/2017,1/1/1999,open,100000,16,20,,478,0,,
4871,Equities,Equities,Equities,3/18/2017,1/1/1999,open,0,0,0,0,773,0,0,0
3311,Equities,Equities,Equities,3/16/2017,1/1/1999,open,0,0,0,0,913,0,0,0
1304,Platinum Times Card,credit card,Platinum Times Card,3/13/2017,1/1/1999,open,300000,15,20,0,938,0,0,0
3136,Platinum Times Card,credit card,Platinum Times Card,3/13/2017,1/1/1999,closed,75000,17,20,0,63,0,0,0
3670,Diners Club Black,credit card,Diners Club Black,3/12/2017,1/1/1999,closed,50000,18,20,,7,0,,
189,Franklin Templeton MF,mutual funds,Franklin Templeton MF,3/10/2017,1/1/1999,open,,,,,938,0,,
4895,Franklin Templeton MF,mutual funds,Franklin Templeton MF,3/9/2017,1/1/1999,open,,,,,188,0,,
4053,Platinum Times Card,credit card,Platinum Times Card,3/8/2017,1/1/1999,open,300000,15,20,0,910,0,0,0
2859,Platinum Times Card,credit card,Platinum Times Card,3/5/2017,1/1/1999,open,300000,15,20,0,390,0,0,0
3225,Equities,Equities,Equities,3/4/2017,1/1/1999,open,0,0,0,0,567,0,0,0
3387,Diners Club Black,credit card,Diners Club Black,3/2/2017,1/1/1999,closed,75000,17,20,,53,,,
2136,Platinum Times Card,credit card,Platinum Times Card,2/24/2017,1/1/1999,open,300000,15,20,0,790,0,0,0
1895,Diners Club Black,credit card,Diners Club Black,2/24/2017,1/1/1999,closed,100000,16,20,,830,,,
823,Equities,Equities,Equities,2/23/2017,1/1/1999,open,0,0,0,0,906,0,0,0
414,Platinum Times Card,credit card,Platinum Times Card,2/21/2017,1/1/1999,open,300000,15,20,0,662,0,0,0
2918,Platinum Times Card,credit card,Platinum Times Card,2/21/2017,1/1/1999,open,300000,15,20,0,134,0,0,0
4988,Platinum Times Card,credit card,Platinum Times Card,2/21/2017,1/1/1999,open,300000,15,20,0,719,0,0,0
3865,Diners Club Black,credit card,Diners Club Black,2/20/2017,1/1/1999,open,100000,16,20,,675,,,
3288,Diners Club Black,credit card,Diners Club Black,2/15/2017,1/1/1999,open,100000,16,20,,522,,,
343,Platinum Times Card,credit card,Platinum Times Card,2/11/2017,1/1/1999,open,300000,15,20,0,684,0,0,0
2819,Franklin Templeton MF,mutual funds,Franklin Templeton MF,2/11/2017,1/1/1999,open,,,,,874,,,
566,Diners Club Black,credit card,Diners Club Black,2/11/2017,1/1/1999,open,100000,16,20,,851,,,
2571,Platinum Times Card,credit card,Platinum Times Card,2/10/2017,1/1/1999,closed,400000,12,20,0,996,0,0,0
2402,Platinum Times Card,credit card,Platinum Times Card,2/8/2017,1/1/1999,open,400000,12,20,0,129,0,0,0
4601,Diners Club Black,credit card,Diners Club Black,2/8/2017,1/1/1999,open,100000,16,20,,212,,,
4348,Platinum Times Card,credit card,Platinum Times Card,2/6/2017,1/1/1999,open,400000,12,20,0,227,0,0,0
1748,Platinum Times Card,credit card,Platinum Times Card,2/5/2017,1/1/1999,open,400000,12,20,0,189,0,0,0
2063,Platinum Times Card,credit card,Platinum Times Card,2/4/2017,1/1/1999,closed,100000,20,20,0,100,0,0,0
4288,Franklin Templeton MF,mutual funds,Franklin Templeton MF,1/29/2017,1/1/1999,open,,,,,822,,,
3047,Equities,Equities,Equities,1/28/2017,1/1/1999,open,0,0,0,0,70,0,0,0
3160,Platinum Times Card,credit card,Platinum Times Card,1/27/2017,1/1/1999,open,300000,15,20,0,617,0,0,0
3461,Franklin Templeton MF,mutual funds,Franklin Templeton MF,1/26/2017,1/1/1999,open,,,,,604,,,
3588,Diners Club Black,credit card,Diners Club Black,1/23/2017,1/1/1999,open,100000,16,20,,625,,,
1618,Platinum Times Card,credit card,Platinum Times Card,1/21/2017,1/1/1999,open,400000,12,20,0,611,0,0,0
4527,Platinum Times Card,credit card,Platinum Times Card,1/20/2017,1/1/1999,open,400000,12,20,0,717,0,0,0
2162,Platinum Times Card,credit card,Platinum Times Card,1/18/2017,1/1/1999,open,300000,15,20,0,470,0,0,0
2837,Platinum Times Card,credit card,Platinum Times Card,1/18/2017,1/1/1999,open,300000,15,20,0,397,0,0,0
4746,Equities,Equities,Equities,1/18/2017,1/1/1999,open,0,0,0,0,397,0,0,0
3563,Platinum Times Card,credit card,Platinum Times Card,1/18/2017,1/1/1999,closed,400000,12,20,0,828,0,0,0
1215,Platinum Times Card,credit card,Platinum Times Card,1/17/2017,1/1/1999,open,300000,15,20,0,183,0,0,0
4353,Platinum Times Card,credit card,Platinum Times Card,1/16/2017,1/1/1999,open,400000,12,20,0,948,0,0,0
4311,Platinum Times Card,credit card,Platinum Times Card,1/16/2017,1/1/1999,open,300000,15,20,0,536,0,0,0
3378,Diners Club Black,credit card,Diners Club Black,1/11/2017,1/1/1999,open,100000,16,20,,598,,,
1783,Platinum Times Card,credit card,Platinum Times Card,1/8/2017,1/1/1999,open,400000,12,20,0,494,0,0,0
2451,Equities,Equities,Equities,1/8/2017,1/1/1999,open,0,0,0,0,494,0,0,0
215,Equities,Equities,Equities,1/8/2017,1/1/1999,open,0,0,0,0,494,0,0,0
1646,Platinum Times Card,credit card,Platinum Times Card,1/7/2017,1/1/1999,closed,300000,15,20,0,807,0,0,0
193,Platinum Times Card,credit card,Platinum Times Card,1/7/2017,1/1/1999,open,300000,15,20,0,548,0,0,0
3705,Platinum Times Card,credit card,Platinum Times Card,1/6/2017,1/1/1999,open,300000,15,20,0,366,0,0,0
1859,Equities,Equities,Equities,1/6/2017,1/1/1999,open,0,0,0,0,187,0,0,0
1886,Diners Club Black,credit card,Diners Club Black,12/31/2016,1/1/1999,closed,75000,17,20,,68,,,
843,Platinum Times Card,credit card,Platinum Times Card,12/30/2016,1/1/1999,open,300000,15,20,0,909,0,0,0
4620,Platinum Times Card,credit card,Platinum Times Card,12/28/2016,1/1/1999,open,300000,15,20,0,398,0,0,0
2563,Platinum Times Card,credit card,Platinum Times Card,12/28/2016,1/1/1999,open,400000,12,20,0,504,0,0,0
127,Diners Club Black,credit card,Diners Club Black,12/27/2016,1/1/1999,open,100000,16,20,,683,,,
2157,Diners Club Black,credit card,Diners Club Black,12/26/2016,1/1/1999,open,100000,16,20,,555,,,
4414,Equities,Equities,Equities,12/25/2016,1/1/1999,open,0,0,0,0,519,0,0,0
4848,Diners Club Black,credit card,Diners Club Black,12/23/2016,1/1/1999,open,100000,16,20,,798,,,
819,Franklin Templeton MF,mutual funds,Franklin Templeton MF,12/23/2016,1/1/1999,open,,,,,255,,,
2066,Equities,Equities,Equities,12/23/2016,1/1/1999,open,0,0,0,0,649,0,0,0
2323,Diners Club Black,credit card,Diners Club Black,12/22/2016,1/1/1999,open,100000,16,20,,181,,,
3495,Diners Club Black,credit card,Diners Club Black,12/22/2016,1/1/1999,open,100000,16,20,,375,,,
1590,Franklin Templeton MF,mutual funds,Franklin Templeton MF,12/22/2016,1/1/1999,open,,,,,70,,,
2843,Equities,Equities,Equities,12/22/2016,1/1/1999,open,0,0,0,0,686,0,0,0
402,Platinum Times Card,credit card,Platinum Times Card,12/20/2016,1/1/1999,open,400000,12,20,0,939,0,0,0
2953,Diners Club Black,credit card,Diners Club Black,12/19/2016,1/1/1999,open,100000,16,20,,130,,,
3002,Diners Club Black,credit card,Diners Club Black,12/19/2016,1/1/1999,open,100000,16,20,,820,,,
3744,Platinum Times Card,credit card,Platinum Times Card,12/18/2016,1/1/1999,open,400000,12,20,0,685,0,0,0
885,Platinum Times Card,credit card,Platinum Times Card,12/18/2016,1/1/1999,open,400000,12,20,0,354,0,0,0
2807,Platinum Times Card,credit card,Platinum Times Card,12/17/2016,1/1/1999,open,400000,12,20,0,573,0,0,0
4953,Franklin Templeton MF,mutual funds,Franklin Templeton MF,12/15/2016,1/1/1999,open,,,,,340,,,
1479,Equities,Equities,Equities,12/14/2016,1/1/1999,open,0,0,0,0,154,0,0,0
3542,Platinum Times Card,credit card,Platinum Times Card,12/14/2016,1/1/1999,open,300000,15,20,0,180,0,0,0
4366,Equities,Equities,Equities,12/13/2016,1/1/1999,open,0,0,0,0,854,0,0,0
1729,Platinum Times Card,credit card,Platinum Times Card,12/13/2016,1/1/1999,closed,300000,15,20,0,854,0,0,0
2588,Franklin Templeton MF,mutual funds,Franklin Templeton MF,12/12/2016,1/1/1999,open,,,,,791,,,
4729,Equities,Equities,Equities,12/12/2016,1/1/1999,open,0,0,0,0,791,0,0,0
1353,Platinum Times Card,credit card,Platinum Times Card,12/12/2016,1/1/1999,open,400000,12,20,0,791,0,0,0
4786,Platinum Times Card,credit card,Platinum Times Card,12/10/2016,1/1/1999,open,400000,12,20,0,825,0,0,0
3034,Diners Club Black,credit card,Diners Club Black,12/7/2016,1/1/1999,closed,100000,16,20,,780,,,
3888,Platinum Times Card,credit card,Platinum Times Card,12/7/2016,1/1/1999,closed,25000,18,20,0,50,0,0,0
554,Diners Club Black,credit card,Diners Club Black,12/6/2016,1/1/1999,closed,100000,16,20,,737,,,
1198,Platinum Times Card,credit card,Platinum Times Card,12/6/2016,1/1/1999,open,400000,12,20,0,903,0,0,0
1066,Equities,Equities,Equities,12/6/2016,1/1/1999,open,0,0,0,0,903,0,0,0
479,Platinum Times Card,credit card,Platinum Times Card,12/4/2016,1/1/1999,open,300000,15,20,0,765,0,0,0
1988,Platinum Times Card,credit card,Platinum Times Card,11/28/2016,1/1/1999,open,400000,12,20,0,415,0,0,0
1915,Equities,Equities,Equities,11/28/2016,1/1/1999,open,0,0,0,0,415,0,0,0
3368,Platinum Times Card,credit card,Platinum Times Card,11/27/2016,1/1/1999,open,300000,15,20,0,961,0,0,0
4579,Platinum Times Card,credit card,Platinum Times Card,11/27/2016,1/1/1999,closed,50000,18,20,0,13,0,0,0
1630,Franklin Templeton MF,mutual funds,Franklin Templeton MF,11/26/2016,1/1/1999,open,,,,,457,,,
1602,Franklin Templeton MF,mutual funds,Franklin Templeton MF,11/25/2016,1/1/1999,open,,,,,18,,,
730,Equities,Equities,Equities,11/22/2016,1/1/1999,open,0,0,0,0,283,0,0,0
4420,Franklin Templeton MF,mutual funds,Franklin Templeton MF,11/22/2016,1/1/1999,open,,,,,283,,,
4310,Diners Club Black,credit card,Diners Club Black,11/20/2016,1/1/1999,closed,100000,20,20,,96,,,
2809,Equities,Equities,Equities,11/17/2016,1/1/1999,open,0,0,0,0,713,0,0,0
393,Platinum Times Card,credit card,Platinum Times Card,11/17/2016,1/1/1999,open,300000,15,20,0,713,0,0,0
3547,Platinum Times Card,credit card,Platinum Times Card,11/16/2016,1/1/1999,open,300000,15,20,0,254,0,0,0
1579,Platinum Times Card,credit card,Platinum Times Card,11/13/2016,1/1/1999,open,400000,12,20,0,694,0,0,0
3834,Equities,Equities,Equities,11/12/2016,1/1/1999,open,0,0,0,0,341,0,0,0
4654,Equities,Equities,Equities,11/10/2016,1/1/1999,open,0,0,0,0,36,0,0,0
3383,Platinum Times Card,credit card,Platinum Times Card,11/6/2016,1/1/1999,open,300000,15,20,0,848,0,0,0
1162,Platinum Times Card,credit card,Platinum Times Card,11/6/2016,1/1/1999,closed,300000,15,20,0,809,0,0,0
2649,Franklin Templeton MF,mutual funds,Franklin Templeton MF,11/5/2016,1/1/1999,open,,,,,905,,,
1398,Franklin Templeton MF,mutual funds,Franklin Templeton MF,11/5/2016,1/1/1999,open,,,,,525,,,
3927,Platinum Times Card,credit card,Platinum Times Card,11/5/2016,1/1/1999,open,400000,12,20,0,453,0,0,0
4823,Equities,Equities,Equities,11/4/2016,1/1/1999,open,0,0,0,0,279,0,0,0
3809,Platinum Times Card,credit card,Platinum Times Card,11/3/2016,1/1/1999,open,300000,15,20,0,945,0,0,0
4398,Diners Club Black,credit card,Diners Club Black,11/2/2016,1/1/1999,open,100000,16,20,,191,,,
3658,Equities,Equities,Equities,11/2/2016,1/1/1999,open,0,0,0,0,567,0,0,0
2911,Equities,Equities,Equities,11/2/2016,1/1/1999,open,0,0,0,0,755,0,0,0
2907,Equities,Equities,Equities,10/31/2016,1/1/1999,open,0,0,0,0,78,0,0,0
4793,Franklin Templeton MF,mutual funds,Franklin Templeton MF,10/31/2016,1/1/1999,open,,,,,973,,,
4878,Platinum Times Card,credit card,Platinum Times Card,10/30/2016,1/1/1999,open,300000,15,20,0,202,0,0,0
1770,Diners Club Black,credit card,Diners Club Black,10/30/2016,1/1/1999,open,100000,16,20,,772,,,
1835,Platinum Times Card,credit card,Platinum Times Card,10/30/2016,1/1/1999,open,400000,12,20,0,650,0,0,0
3941,Equities,Equities,Equities,10/26/2016,1/1/1999,open,0,0,0,0,949,0,0,0
2109,Platinum Times Card,credit card,Platinum Times Card,10/26/2016,1/1/1999,open,300000,15,20,0,943,0,0,0
3579,Platinum Times Card,credit card,Platinum Times Card,10/26/2016,1/1/1999,open,400000,12,20,0,677,0,0,0
2047,Platinum Times Card,credit card,Platinum Times Card,10/25/2016,1/1/1999,open,50000,18,20,0,8,0,0,0
3215,Platinum Times Card,credit card,Platinum Times Card,10/23/2016,1/1/1999,open,300000,15,20,0,514,0,0,0
542,Platinum Times Card,credit card,Platinum Times Card,10/22/2016,1/1/1999,open,300000,15,20,0,141,0,0,0
4922,Franklin Templeton MF,mutual funds,Franklin Templeton MF,10/21/2016,1/1/1999,open,,,,,92,,,
4530,Franklin Templeton MF,mutual funds,Franklin Templeton MF,10/18/2016,1/1/1999,open,,,,,2,,,
3397,Platinum Times Card,credit card,Platinum Times Card,10/18/2016,1/1/1999,open,100000,16,20,0,671,0,0,0
3823,Equities,Equities,Equities,10/16/2016,1/1/1999,open,0,0,0,0,136,0,0,0
1809,Equities,Equities,Equities,10/14/2016,1/1/1999,open,0,0,0,0,20,0,0,0
3786,Platinum Times Card,credit card,Platinum Times Card,10/13/2016,1/1/1999,open,100000,16,20,0,566,0,0,0
4450,Equities,Equities,Equities,10/12/2016,1/1/1999,open,0,0,0,0,106,0,0,0
1208,Diners Club Black,credit card,Diners Club Black,10/11/2016,1/1/1999,open,100000,16,20,,816,,,
4867,Platinum Times Card,credit card,Platinum Times Card,10/9/2016,1/1/1999,closed,100000,20,20,0,120,0,0,0
784,Equities,Equities,Equities,10/8/2016,1/1/1999,open,0,0,0,0,978,0,0,0
4416,Platinum Times Card,credit card,Platinum Times Card,10/8/2016,1/1/1999,closed,75000,17,20,0,60,0,0,0
1601,Diners Club Black,credit card,Diners Club Black,10/8/2016,1/1/1999,open,100000,16,20,,547,,,
4293,Platinum Times Card,credit card,Platinum Times Card,10/6/2016,1/1/1999,open,100000,16,20,0,800,0,0,0
96,Franklin Templeton MF,mutual funds,Franklin Templeton MF,10/4/2016,1/1/1999,open,,,,,516,,,
1561,Platinum Times Card,credit card,Platinum Times Card,10/3/2016,1/1/1999,open,300000,15,20,0,930,0,0,0
871,Platinum Times Card,credit card,Platinum Times Card,10/1/2016,1/1/1999,open,300000,15,20,0,377,0,0,0
654,Platinum Times Card,credit card,Platinum Times Card,9/30/2016,1/1/1999,open,300000,15,20,0,439,0,0,0
4538,Equities,Equities,Equities,9/29/2016,1/1/1999,open,0,0,0,0,22,0,0,0
3953,Diners Club Black,credit card,Diners Club Black,9/26/2016,1/1/1999,open,100000,16,20,,634,,,
2869,Equities,Equities,Equities,9/26/2016,1/1/1999,open,0,0,0,0,551,0,0,0
3115,Platinum Times Card,credit card,Platinum Times Card,9/26/2016,1/1/1999,open,100000,16,20,0,551,0,0,0
4284,Platinum Times Card,credit card,Platinum Times Card,9/25/2016,1/1/1999,open,100000,16,20,0,542,0,0,0
3133,Platinum Times Card,credit card,Platinum Times Card,9/25/2016,1/1/1999,closed,75000,17,20,0,71,0,0,0
3084,Equities,Equities,Equities,9/25/2016,1/1/1999,open,0,0,0,0,624,0,0,0
698,Diners Club Black,credit card,Diners Club Black,9/25/2016,1/1/1999,open,100000,16,20,,174,,,
4855,Platinum Times Card,credit card,Platinum Times Card,9/25/2016,1/1/1999,open,100000,16,20,0,653,0,0,0
4936,Equities,Equities,Equities,9/23/2016,1/1/1999,open,0,0,0,0,623,0,0,0
763,Franklin Templeton MF,mutual funds,Franklin Templeton MF,9/23/2016,1/1/1999,open,,,,,623,,,
77,Platinum Times Card,credit card,Platinum Times Card,9/23/2016,1/1/1999,open,100000,16,20,0,143,0,0,0
4287,Equities,Equities,Equities,9/21/2016,1/1/1999,open,0,0,0,0,311,0,0,0
561,Platinum Times Card,credit card,Platinum Times Card,9/19/2016,1/1/1999,closed,300000,15,20,0,994,0,0,0
1444,Platinum Times Card,credit card,Platinum Times Card,9/19/2016,1/1/1999,open,300000,15,20,0,291,0,0,0
4862,Platinum Times Card,credit card,Platinum Times Card,9/18/2016,1/1/1999,open,100000,16,20,0,925,0,0,0
3502,Equities,Equities,Equities,9/15/2016,1/1/1999,open,0,0,0,0,820,0,0,0
2380,Platinum Times Card,credit card,Platinum Times Card,9/14/2016,1/1/1999,open,100000,16,20,0,841,0,0,0
3444,Platinum Times Card,credit card,Platinum Times Card,9/11/2016,1/1/1999,open,300000,15,20,0,264,0,0,0
1495,Diners Club Black,credit card,Diners Club Black,9/11/2016,1/1/1999,open,100000,16,20,,290,,,
1613,Franklin Templeton MF,mutual funds,Franklin Templeton MF,9/10/2016,1/1/1999,open,,,,,765,,,
2,Diners Club Black,credit card,Diners Club Black,9/10/2016,1/1/1999,open,100000,16,20,,601,,,
376,Diners Club Black,credit card,Diners Club Black,9/10/2016,1/1/1999,open,100000,16,20,,874,,,
2620,Equities,Equities,Equities,9/9/2016,1/1/1999,open,0,0,0,0,695,0,0,0
3684,Platinum Times Card,credit card,Platinum Times Card,9/8/2016,1/1/1999,closed,75000,17,20,0,64,0,0,0
2971,Platinum Times Card,credit card,Platinum Times Card,9/7/2016,1/1/1999,open,300000,15,20,0,282,0,0,0
34,Diners Club Black,credit card,Diners Club Black,9/7/2016,1/1/1999,open,100000,16,20,,206,,,
2041,Diners Club Black,credit card,Diners Club Black,9/4/2016,1/1/1999,open,100000,16,20,,559,,,
4807,Platinum Times Card,credit card,Platinum Times Card,9/3/2016,1/1/1999,open,100000,16,20,0,886,0,0,0
2885,Platinum Times Card,credit card,Platinum Times Card,9/2/2016,1/1/1999,open,100000,16,20,0,832,0,0,0
4422,Diners Club Black,credit card,Diners Club Black,9/1/2016,1/1/1999,open,100000,16,20,,139,,,
3682,Equities,Equities,Equities,8/31/2016,1/1/1999,open,0,0,0,0,79,0,0,0
3807,Platinum Times Card,credit card,Platinum Times Card,8/31/2016,1/1/1999,closed,75000,17,20,0,79,0,0,0
4800,Franklin Templeton MF,mutual funds,Franklin Templeton MF,8/31/2016,1/1/1999,open,,,,,79,,,
1383,Equities,Equities,Equities,8/31/2016,1/1/1999,open,0,0,0,0,16,0,0,0
721,Platinum Times Card,credit card,Platinum Times Card,8/31/2016,1/1/1999,open,50000,18,20,0,16,0,0,0
2414,Equities,Equities,Equities,8/30/2016,1/1/1999,open,0,0,0,0,769,0,0,0
3041,Diners Club Black,credit card,Diners Club Black,8/29/2016,1/1/1999,open,100000,16,20,,590,,,
3554,Franklin Templeton MF,mutual funds,Franklin Templeton MF,8/26/2016,1/1/1999,open,,,,,853,,,
3099,Platinum Times Card,credit card,Platinum Times Card,8/26/2016,1/1/1999,open,300000,15,20,0,853,0,0,0
2127,Diners Club Black,credit card,Diners Club Black,8/25/2016,1/1/1999,closed,100000,16,20,,867,,,
869,Platinum Times Card,credit card,Platinum Times Card,8/25/2016,1/1/1999,open,300000,15,20,0,622,0,0,0
3750,Platinum Times Card,credit card,Platinum Times Card,8/22/2016,1/1/1999,open,100000,16,20,0,878,0,0,0
4590,Diners Club Black,credit card,Diners Club Black,8/21/2016,1/1/1999,open,100000,16,20,,509,,,
2988,Platinum Times Card,credit card,Platinum Times Card,8/20/2016,1/1/1999,closed,50000,18,20,0,23,0,0,0
646,Platinum Times Card,credit card,Platinum Times Card,8/19/2016,1/1/1999,open,300000,15,20,0,716,0,0,0
1455,Platinum Times Card,credit card,Platinum Times Card,8/19/2016,1/1/1999,open,300000,15,20,0,149,0,0,0
1865,Diners Club Black,credit card,Diners Club Black,8/19/2016,1/1/1999,closed,100000,20,20,,114,,,
1701,Platinum Times Card,credit card,Platinum Times Card,8/17/2016,1/1/1999,open,300000,15,20,0,121,0,0,0
3787,Franklin Templeton MF,mutual funds,Franklin Templeton MF,8/16/2016,1/1/1999,open,,,,,997,,,
3895,Franklin Templeton MF,mutual funds,Franklin Templeton MF,8/16/2016,1/1/1999,open,,,,,143,,,
539,Platinum Times Card,credit card,Platinum Times Card,8/14/2016,1/1/1999,open,300000,15,20,0,889,0,0,0
4831,Equities,Equities,Equities,8/13/2016,1/1/1999,open,0,0,0,0,227,0,0,0
3745,Platinum Times Card,credit card,Platinum Times Card,8/13/2016,1/1/1999,open,100000,16,20,0,997,0,0,0
1907,Platinum Times Card,credit card,Platinum Times Card,8/12/2016,1/1/1999,open,300000,15,20,0,360,0,0,0
2684,Platinum Times Card,credit card,Platinum Times Card,8/11/2016,1/1/1999,closed,75000,17,20,0,75,0,0,0
1750,Platinum Times Card,credit card,Platinum Times Card,8/10/2016,1/1/1999,closed,100000,16,20,0,739,0,0,0
630,Franklin Templeton MF,mutual funds,Franklin Templeton MF,8/9/2016,1/1/1999,open,,,,,693,,,
